PIs,POs,AND_Gates_Before,Levels_Before,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,ND,Edge,Area,Delay,Levels_After,Power
24,25,5416,225,refactor -z,refactor,choice,strash,drw,resyn,drwsat2,resyn2a,share,rwsat,drwsat2,compress,resyn2a,resub -z,drf,choice2,strash,balance,share,resyn3,3414,9062,3414.0,79.0,79,3401.49
164,132,930,11,choice2,strash,resub -z,resyn,share,share,drw,refactor,balance,dc2,drwsat2,refactor -z,balance,drf,share,compress2,dc2,rwsat,compress,refactor,413,1131,413.0,6.0,6,515.09
45,45,1577,14,choice2,strash,resyn3,rwsat,refactor,refactor,compress2,compress2,choice2,strash,resyn3,resyn2a,balance,resyn2,drw,rewrite -z,refactor,share,drw,rewrite -z,695,2082,695.0,8.0,8,549.27
24,25,5416,225,choice2,strash,dc2,rewrite,balance,resub,resyn3,refactor,resub -z,rewrite,resub -z,rewrite,compress2,refactor -z,refactor,resyn3,resyn2,resyn2a,balance,resyn2a,3312,8701,3312.0,78.0,78,3226.22
32,32,2337,120,choice2,strash,refactor -z,rewrite,rwsat,rewrite -z,share,resyn3,choice,strash,resyn2a,rewrite,dc2,resub -z,drw,choice2,strash,compress2,compress2,drw,2090,4782,2090.0,50.0,50,2196.01
45,45,1577,14,dc2,resyn3,resub,resyn3,resyn2a,compress2,choice,strash,choice2,strash,drwsat2,resub,rewrite -z,compress2,balance,choice2,strash,choice2,strash,compress2,689,2066,689.0,8.0,8,546.58
512,130,2865,287,rwsat,drwsat2,refactor -z,refactor -z,rewrite,resub -z,resub,compress,balance,drf,resyn2a,drf,refactor,drw,share,compress2,compress2,choice,strash,resyn2a,2043,4610,2043.0,108.0,108,2351.57
45,45,1577,14,resub -z,compress,drf,compress,dc2,dc2,resyn3,rwsat,rewrite,rwsat,rewrite -z,drwsat2,resub,compress2,balance,rwsat,compress,balance,refactor -z,refactor -z,700,2133,700.0,8.0,8,564.87
45,45,1577,14,rwsat,balance,rewrite -z,resyn3,resyn3,rwsat,drwsat2,choice2,strash,resub,resyn2,balance,refactor -z,resyn,choice2,strash,resyn2,choice,strash,resyn2a,756,2286,756.0,7.0,7,625.47
207,107,2198,30,resyn2,choice2,strash,resyn3,choice2,strash,compress,resyn2,compress,compress2,choice2,strash,compress,rewrite,choice,strash,share,resyn2a,drwsat2,drf,807,1794,807.0,23.0,23,924.83
164,132,930,11,rewrite,resyn2a,dc2,refactor -z,balance,resub,choice,strash,compress2,share,resyn,compress2,refactor,rewrite,dc2,rewrite,compress2,resyn2,resyn3,compress2,409,1111,409.0,6.0,6,517.3
32,32,2337,120,balance,resyn2a,drf,refactor -z,balance,choice2,strash,resub -z,resub -z,refactor -z,resyn2a,resub -z,resub -z,resyn,rwsat,resyn2a,choice,strash,refactor -z,dc2,1488,3094,1488.0,45.0,45,1471.72
24,25,5416,225,balance,choice,strash,choice,strash,drwsat2,refactor,compress2,choice2,strash,resyn2a,refactor,rewrite -z,resyn3,compress2,refactor,drwsat2,rewrite,rewrite -z,resub -z,3310,8765,3310.0,81.0,81,3258.46
164,132,930,11,choice,strash,rwsat,dc2,refactor -z,drwsat2,resub -z,refactor -z,resub,rwsat,resub,resyn3,rewrite -z,resyn3,resyn2a,compress2,resyn2a,resub -z,choice2,strash,474,1196,474.0,6.0,6,589.07
512,130,2865,287,resub,resyn2,refactor,choice,strash,resyn2a,refactor -z,refactor,resub -z,balance,refactor -z,resub -z,choice2,strash,resub,resyn2a,resyn2,compress2,choice,strash,2070,4580,2070.0,92.0,92,2331.67
207,107,2198,30,drwsat2,resyn2,rwsat,resub,resyn2a,balance,resub,resub -z,resub,drwsat2,choice,strash,rewrite -z,rewrite,drw,balance,resyn,balance,resub -z,dc2,840,1883,840.0,20.0,20,963.06
135,125,613,8,drw,refactor -z,compress,resub -z,resub,drf,share,dc2,drw,resub -z,rwsat,resyn2,balance,resyn2a,choice,strash,rewrite,rewrite -z,choice2,strash,346,870,346.0,5.0,5,446.32
164,132,930,11,refactor,dc2,resyn3,resub -z,balance,dc2,compress2,refactor -z,resyn2a,resyn2a,refactor,resyn2,choice,strash,resyn2,resyn2,choice2,strash,resyn3,drwsat2,431,1159,431.0,6.0,6,559.76
135,125,613,8,resyn3,resyn,dc2,resyn,drf,resub -z,compress,refactor,rewrite,resyn2,drwsat2,resyn2a,refactor -z,resub,drw,compress2,resyn2,resyn,resyn2a,compress,331,856,331.0,4.0,4,460.09
32,32,2337,120,resyn2a,resyn3,refactor -z,compress,dc2,choice2,strash,compress2,choice,strash,refactor,rewrite,rewrite -z,drwsat2,compress2,choice2,strash,choice2,strash,resub,1490,3101,1490.0,45.0,45,1474.2
135,125,613,8,choice2,strash,rewrite,rewrite -z,resyn3,choice,strash,drf,rwsat,share,resub,balance,rwsat,compress,drwsat2,resyn2,dc2,resyn,refactor -z,resyn,333,858,333.0,5.0,5,442.72
26,11,1592,31,resyn2,choice,strash,rwsat,rewrite,resyn,choice,strash,refactor,drf,resub,drw,rewrite -z,balance,refactor -z,balance,refactor,resyn3,compress,resub,535,1476,535.0,10.0,10,681.97
24,25,5416,225,refactor,refactor,refactor,resyn,drf,share,balance,refactor -z,resyn,resyn2a,balance,resyn2,rewrite,choice,strash,share,dc2,drwsat2,resub,compress2,3394,8868,3394.0,81.0,81,3284.78
177,128,1169,14,compress2,rewrite,resub -z,rewrite -z,resub -z,resyn2a,resyn3,resub -z,resyn2a,drwsat2,resub -z,rwsat,share,dc2,resyn2,refactor -z,rwsat,drw,rewrite -z,dc2,521,1413,521.0,9.0,9,605.73
26,11,1592,31,dc2,compress2,resyn,drw,balance,choice,strash,share,resyn3,compress2,drwsat2,dc2,drw,refactor,resyn,refactor,drw,refactor,rwsat,dc2,502,1355,502.0,9.0,9,598.24
207,107,2198,30,refactor,rwsat,resyn2a,refactor,drwsat2,resyn3,drf,resyn2,resub,resub -z,resyn2,compress,balance,rwsat,resyn3,choice,strash,choice2,strash,resub,831,1849,831.0,25.0,25,947.86
207,107,2198,30,drw,resyn3,drwsat2,drwsat2,choice2,strash,refactor -z,choice2,strash,dc2,refactor -z,rwsat,choice,strash,rwsat,resub -z,refactor -z,resyn2a,rewrite,rwsat,853,1891,853.0,21.0,21,961.96
26,11,1592,31,resub,compress,resyn2,rewrite,resub -z,choice,strash,resyn2a,share,rewrite -z,compress2,refactor -z,rewrite -z,compress2,share,drwsat2,resyn3,dc2,balance,resub -z,507,1423,507.0,9.0,9,617.22
24,25,5416,225,drw,drf,rewrite,rwsat,resyn2,share,rewrite -z,balance,resub -z,drwsat2,choice2,strash,refactor,refactor -z,resub -z,rewrite,choice,strash,refactor,resyn2a,3391,9057,3391.0,77.0,77,3397.88
26,11,1592,31,compress,drw,resyn3,compress,refactor -z,resub -z,refactor,drw,resyn2a,compress2,resub -z,resub,resyn2a,drf,resub -z,dc2,compress2,resub,rewrite,dc2,532,1465,532.0,10.0,10,662.79
45,45,1577,14,dc2,choice2,strash,dc2,balance,resyn2,resub -z,refactor,choice,strash,resyn2a,refactor -z,resub,resyn2a,rewrite,dc2,dc2,rewrite,balance,resyn,669,2029,669.0,8.0,8,530.38
164,132,930,11,refactor -z,rewrite -z,resyn3,resub,choice,strash,drw,drw,compress2,drw,drw,compress2,choice2,strash,refactor -z,refactor -z,balance,resub -z,resyn2a,rewrite -z,459,1175,459.0,6.0,6,576.01
164,132,930,11,rwsat,resub -z,rewrite -z,choice2,strash,choice2,strash,choice,strash,choice2,strash,rewrite -z,resub -z,resub,resyn2,drw,dc2,choice,strash,resyn2,460,1200,460.0,6.0,6,582.17
207,107,2198,30,resyn3,resyn3,resyn,refactor,share,rewrite,resyn3,rewrite -z,dc2,refactor,drwsat2,compress2,refactor -z,resyn2a,compress2,resyn2,rwsat,drw,compress,resyn3,814,1822,814.0,23.0,23,939.43
177,128,1169,14,resub -z,compress,drf,drw,rewrite -z,rewrite -z,refactor,rwsat,rewrite -z,refactor -z,balance,balance,drw,rewrite,share,resyn2,resyn,refactor -z,drwsat2,drw,548,1454,548.0,8.0,8,613.38
164,132,930,11,resyn3,resyn,rewrite,choice,strash,rwsat,resyn2,resub -z,resub -z,resub,balance,drw,resyn,refactor,resyn2,rewrite -z,choice,strash,resyn2a,resyn,492,1253,492.0,6.0,6,613.97
207,107,2198,30,refactor,resyn2,choice2,strash,choice,strash,resub,compress,resyn3,resub -z,drf,resub -z,compress,refactor -z,resyn2,resyn,rwsat,choice2,strash,share,838,1839,838.0,20.0,20,949.29
26,11,1592,31,refactor -z,drf,rewrite -z,drf,resyn,refactor,resub -z,rewrite -z,resyn3,balance,share,balance,rwsat,drwsat2,dc2,choice2,strash,resyn3,resyn2,rewrite -z,507,1413,507.0,10.0,10,624.0
207,107,2198,30,choice2,strash,choice2,strash,compress,drw,drf,drwsat2,dc2,resyn2a,compress,rewrite,share,rewrite,compress,compress2,drwsat2,refactor,dc2,drwsat2,819,1817,819.0,26.0,26,936.59
207,107,2198,30,drwsat2,balance,compress2,resyn,resyn2a,rwsat,drwsat2,resyn2a,drw,resyn,resyn2a,rewrite -z,rwsat,compress2,resyn2,resyn,refactor,rewrite -z,balance,rewrite,855,1902,855.0,25.0,25,973.61
24,25,5416,225,refactor -z,compress,drw,resyn,share,resyn,rewrite,compress,refactor -z,rwsat,rewrite -z,refactor,rewrite,drw,rwsat,resyn2a,choice,strash,drw,resyn,3481,9286,3481.0,80.0,80,3514.24
207,107,2198,30,balance,drwsat2,share,rwsat,resub,rewrite,refactor,resyn3,drf,resyn2a,resyn2,rwsat,resyn3,resyn,compress,rewrite,resyn,refactor -z,rewrite,drf,825,1855,825.0,24.0,24,951.08
512,130,2865,287,choice2,strash,drf,rewrite,dc2,rewrite,rewrite -z,refactor -z,resyn2,drf,dc2,balance,compress,resyn,drw,choice,strash,resyn3,share,compress,1830,4319,1830.0,120.0,120,2194.14
512,130,2865,287,refactor -z,share,rewrite -z,share,rwsat,resyn2,share,resyn2,rewrite,rwsat,drf,resyn,drw,share,rewrite,choice,strash,balance,compress2,balance,1866,4357,1866.0,77.0,77,2221.01
207,107,2198,30,choice2,strash,rewrite -z,compress2,share,rwsat,drf,drf,drf,resyn2,compress,drw,share,refactor,compress2,resyn3,choice,strash,resyn,compress2,825,1837,825.0,23.0,23,947.85
512,130,2865,287,drwsat2,refactor -z,dc2,resyn3,resyn2a,compress,resub -z,balance,rwsat,rewrite,choice2,strash,resyn,share,resub,resyn3,share,compress,compress2,resyn3,2058,4507,2058.0,118.0,118,2292.85
26,11,1592,31,choice2,strash,refactor -z,rewrite -z,resyn2,resyn3,rwsat,rewrite,share,drw,resyn3,resyn3,share,drf,resyn2,resub,drf,share,rewrite,drwsat2,493,1348,493.0,8.0,8,591.28
26,11,1592,31,choice2,strash,drwsat2,compress2,drf,balance,resub,resyn2,resyn,drwsat2,drwsat2,refactor,drf,share,compress2,choice2,strash,rewrite,drw,resyn,523,1435,523.0,11.0,11,641.92
177,128,1169,14,drwsat2,resyn,choice,strash,resub,compress2,refactor,resyn2a,choice,strash,resyn2a,resub -z,refactor,rwsat,compress2,resyn2a,rewrite,resyn3,refactor,drw,580,1529,580.0,8.0,8,661.57
164,132,930,11,drw,drwsat2,resyn,compress2,rewrite -z,resyn,share,choice,strash,drwsat2,resub,drf,refactor,rewrite -z,resub -z,resyn,share,choice,strash,resub,431,1129,431.0,6.0,6,518.78
26,11,1592,31,choice,strash,drwsat2,resub,share,drwsat2,compress2,choice2,strash,balance,resub,resyn2,rewrite -z,rewrite -z,refactor,rewrite,resyn2,dc2,rewrite -z,resub,508,1425,508.0,9.0,9,624.22
177,128,1169,14,dc2,balance,resyn3,balance,resyn2a,resyn2a,balance,refactor,rwsat,rewrite,choice2,strash,resub -z,rewrite,drf,dc2,choice2,strash,resyn,resub -z,613,1560,613.0,8.0,8,674.56
164,132,930,11,rewrite -z,rewrite -z,drw,refactor -z,choice,strash,drwsat2,compress2,resub,dc2,refactor,resub,dc2,compress,compress2,share,resyn,resub -z,choice,strash,415,1141,415.0,6.0,6,533.77
24,25,5416,225,rewrite -z,choice2,strash,resyn2a,resyn2,resub -z,resyn3,refactor,drwsat2,rewrite,balance,compress2,resyn2a,resub,rewrite -z,resyn,rewrite -z,choice,strash,balance,3290,8788,3290.0,81.0,81,3272.72
164,132,930,11,dc2,rewrite,rewrite -z,resyn3,compress,drwsat2,resub,resub,drf,balance,rwsat,refactor -z,resyn2,choice2,strash,drf,share,resyn2a,resub,compress2,399,1111,399.0,6.0,6,518.65
177,128,1169,14,resub,resyn3,rwsat,drw,choice2,strash,resyn,share,rwsat,refactor,compress2,choice2,strash,resyn2a,refactor,compress2,drf,resyn2a,choice2,strash,544,1487,544.0,8.0,8,621.27
207,107,2198,30,resyn,rwsat,drw,drf,compress2,resyn,choice,strash,balance,drw,drf,rewrite -z,balance,drw,rewrite -z,compress2,rwsat,rwsat,rwsat,resyn2a,850,1874,850.0,26.0,26,959.99
135,125,613,8,drf,share,resyn2a,rwsat,dc2,drwsat2,resub -z,compress2,balance,resyn2a,resyn2a,share,dc2,resyn2,drw,drf,choice,strash,drw,resyn2a,334,860,334.0,5.0,5,443.96
164,132,930,11,refactor -z,choice2,strash,resyn3,choice2,strash,drwsat2,compress,rwsat,resyn2,refactor,drf,choice,strash,drf,balance,balance,refactor,resub,rwsat,478,1206,478.0,6.0,6,588.58
32,32,2337,120,drw,resyn2a,resyn2,drw,drw,refactor -z,drwsat2,refactor -z,rewrite -z,resyn2,choice2,strash,drwsat2,resyn3,rewrite -z,resyn,rewrite,rewrite,compress2,resyn3,1482,3070,1482.0,45.0,45,1463.56
207,107,2198,30,rwsat,share,resyn3,drwsat2,resyn,compress,refactor -z,compress,balance,resub -z,resyn3,refactor,drwsat2,refactor -z,refactor,resub,resub,drw,resub -z,rewrite -z,822,1829,822.0,21.0,21,939.95
207,107,2198,30,resyn3,dc2,choice,strash,rewrite,resyn3,resyn,compress2,resub -z,choice2,strash,balance,rewrite -z,rewrite -z,drf,compress,balance,drw,balance,drwsat2,837,1862,837.0,24.0,24,956.69
24,25,5416,225,choice2,strash,refactor,rewrite,refactor -z,choice2,strash,rwsat,resyn,compress2,drw,share,dc2,share,drf,drwsat2,drwsat2,drwsat2,dc2,rewrite,3369,8803,3369.0,78.0,78,3274.37
512,130,2865,287,resub,rewrite -z,resyn2a,compress2,rewrite -z,resub,resyn2,choice,strash,dc2,refactor -z,choice,strash,rewrite,compress2,resub -z,resyn2,drf,resyn3,resyn2,2138,4750,2138.0,87.0,87,2418.08
164,132,930,11,share,resyn3,resyn2a,resyn3,choice,strash,compress2,resub -z,resyn2,resyn2,resyn3,refactor -z,share,resyn2,share,resyn2a,dc2,balance,resyn3,balance,408,1091,408.0,6.0,6,491.93
207,107,2198,30,dc2,choice,strash,resyn3,resub -z,drf,choice,strash,resyn2,resyn3,compress2,choice2,strash,resyn2a,resyn3,compress,drf,resyn,dc2,drf,837,1846,837.0,23.0,23,946.47
512,130,2865,287,rwsat,dc2,resub -z,compress2,drf,balance,rewrite -z,rewrite -z,refactor,rewrite,resyn2,choice,strash,drwsat2,resyn3,resyn2,resub -z,share,rwsat,rwsat,1853,4348,1853.0,104.0,104,2210.49
45,45,1577,14,rewrite -z,drwsat2,resyn3,drwsat2,choice2,strash,resyn2a,resyn,refactor -z,resub,resyn2,resyn,drw,drwsat2,compress,refactor,compress,choice2,strash,drw,751,2235,751.0,8.0,8,587.71
135,125,613,8,resyn2a,resyn2a,resyn2,share,compress,choice,strash,resub -z,resyn,choice2,strash,refactor -z,rwsat,drwsat2,resub,choice,strash,rwsat,resub -z,compress,351,872,351.0,5.0,5,451.78
135,125,613,8,rewrite,choice,strash,drw,share,balance,resub -z,resub,choice,strash,resyn2,rwsat,resub -z,drw,drw,resyn2,refactor,resyn2a,choice,strash,331,861,331.0,5.0,5,447.08
164,132,930,11,dc2,dc2,resub -z,drf,drf,share,resyn2a,rewrite,choice2,strash,refactor,resyn2,refactor -z,resyn2,rwsat,drwsat2,resyn2,choice,strash,drwsat2,412,1147,412.0,6.0,6,540.79
164,132,930,11,resub -z,compress2,resyn,rewrite -z,rewrite,resub -z,drwsat2,drf,resub,resyn3,resub -z,refactor,resyn3,drwsat2,refactor -z,balance,drw,resyn2,resyn3,share,430,1200,430.0,6.0,6,563.8
164,132,930,11,drw,drf,drwsat2,choice2,strash,rewrite -z,compress,compress,drw,refactor,resub -z,dc2,resub -z,compress,resub,rwsat,balance,resyn3,balance,compress,445,1164,445.0,7.0,7,562.27
164,132,930,11,refactor -z,refactor -z,resyn,drw,compress2,refactor,choice2,strash,choice,strash,resyn,balance,resyn2a,resub,drw,resyn2,compress2,rewrite,drf,refactor,481,1223,481.0,6.0,6,596.94
177,128,1169,14,resyn3,choice2,strash,share,drwsat2,compress,drw,dc2,resyn,drwsat2,balance,choice,strash,drw,rewrite,rwsat,resyn2a,resyn,compress2,compress2,528,1421,528.0,8.0,8,603.58
24,25,5416,225,resyn3,drw,refactor -z,choice2,strash,resub,share,rewrite -z,refactor -z,choice2,strash,drf,choice,strash,dc2,compress,drw,resub,share,refactor -z,3574,9454,3574.0,77.0,77,3540.31
24,25,5416,225,refactor -z,compress2,refactor -z,share,refactor -z,resyn2,refactor -z,compress2,choice,strash,compress2,resyn2a,drf,share,dc2,dc2,dc2,compress2,rewrite,drw,3518,9241,3518.0,81.0,81,3450.65
32,32,2337,120,dc2,refactor -z,compress,choice2,strash,resyn2,drwsat2,resyn,resub -z,rwsat,compress,resyn2,choice,strash,dc2,resyn2a,resyn3,refactor -z,resub -z,rwsat,1467,3087,1467.0,45.0,45,1460.96
24,25,5416,225,resyn,compress2,drf,choice2,strash,compress2,refactor -z,dc2,share,dc2,rwsat,resub,share,refactor -z,resyn2,drf,resub -z,resyn2,balance,rewrite,3449,9231,3449.0,77.0,77,3495.88
164,132,930,11,resyn2a,resub,rewrite -z,rwsat,drwsat2,resyn2,resub -z,compress,resub -z,refactor,dc2,drwsat2,rewrite -z,resyn,resub,choice,strash,resub,resyn,resyn3,457,1195,457.0,6.0,6,586.52
177,128,1169,14,rewrite -z,resyn2,refactor,drwsat2,rewrite -z,resyn2a,resyn2,resub,compress2,rewrite -z,resyn3,drw,drwsat2,resyn3,resub -z,choice2,strash,rewrite,refactor -z,resyn3,590,1482,590.0,8.0,8,654.56
207,107,2198,30,compress2,resyn,resyn3,rewrite,choice2,strash,compress,drwsat2,rewrite,compress2,drwsat2,refactor,resyn3,rewrite,resyn2a,rewrite,drf,drw,balance,drwsat2,819,1834,819.0,21.0,21,944.04
26,11,1592,31,refactor,compress,resyn3,choice,strash,share,resub,compress2,resub -z,drwsat2,balance,dc2,resyn,resyn3,resub -z,balance,compress,balance,resyn,rwsat,538,1482,538.0,9.0,9,662.25
24,25,5416,225,rwsat,resyn2a,refactor -z,resyn2a,rewrite,rewrite -z,resyn2,choice,strash,compress2,compress2,dc2,rewrite,dc2,drwsat2,choice2,strash,drf,rwsat,rewrite -z,3502,9268,3502.0,78.0,78,3452.55
26,11,1592,31,dc2,resub,rewrite,balance,choice,strash,resyn2,compress2,dc2,rewrite,resub -z,drw,resub,rewrite,resyn2,drwsat2,rewrite,resub,resyn2a,rewrite,511,1415,511.0,10.0,10,640.25
32,32,2337,120,drf,refactor,drw,resyn3,refactor,choice,strash,rwsat,compress,balance,choice,strash,compress2,rwsat,resyn3,choice,strash,rewrite -z,choice2,strash,1490,3097,1490.0,45.0,45,1475.9
32,32,2337,120,dc2,rewrite -z,drwsat2,resyn2a,refactor -z,choice,strash,drwsat2,refactor -z,choice,strash,resyn2a,rewrite,balance,refactor,drwsat2,resub,drw,resyn3,resyn2,1477,3027,1477.0,45.0,45,1445.0
177,128,1169,14,resub,drw,resyn2,compress,compress,resyn2a,choice,strash,drw,refactor,resyn2a,resub,resyn2,resyn2,drwsat2,resyn2,dc2,drwsat2,refactor -z,resyn2,601,1529,601.0,8.0,8,663.18
177,128,1169,14,drwsat2,rwsat,resyn2,resyn2,rewrite,compress,rewrite -z,dc2,choice,strash,resub,share,resub,drw,resub -z,refactor,rewrite -z,rewrite,rewrite -z,share,547,1500,547.0,8.0,8,636.04
24,25,5416,225,refactor,resyn,rwsat,resyn2,choice,strash,resyn2a,drf,balance,rewrite,share,rewrite -z,balance,rwsat,rewrite,drf,resyn3,compress2,resyn,compress,3496,9327,3496.0,81.0,81,3504.31
26,11,1592,31,resyn,resyn2,share,resyn2a,resub -z,resub,drw,balance,resyn2,drw,resyn2,resyn3,resub,resyn2,refactor,resyn,resub -z,compress,dc2,compress2,523,1435,523.0,9.0,9,633.72
45,45,1577,14,drw,refactor,rewrite,compress,refactor -z,resyn3,resyn2a,choice2,strash,dc2,compress,choice,strash,drf,drf,refactor,choice,strash,choice2,strash,704,2145,704.0,8.0,8,566.82
207,107,2198,30,choice2,strash,resyn2,dc2,resub,rewrite -z,dc2,refactor -z,resub,resyn,resyn,resub,choice,strash,rwsat,choice2,strash,resyn2,drw,drwsat2,832,1862,832.0,21.0,21,953.93
26,11,1592,31,compress,refactor,choice,strash,resyn2a,rewrite -z,resyn2,resub -z,rewrite -z,balance,rewrite -z,rewrite,drf,rewrite,resyn,resyn2a,refactor -z,refactor,choice,strash,544,1526,544.0,10.0,10,706.07
207,107,2198,30,compress2,drf,resyn2a,compress2,drw,choice,strash,rewrite -z,resyn2,dc2,rwsat,resub -z,compress2,balance,resyn,rewrite,resyn2,drwsat2,resub,resyn3,830,1856,830.0,22.0,22,950.73
45,45,1577,14,compress,dc2,resyn,resub -z,choice2,strash,resyn,resyn3,drwsat2,resub,refactor -z,compress2,choice2,strash,drw,compress,rwsat,drw,choice2,strash,715,2139,715.0,8.0,8,564.21
512,130,2865,287,refactor -z,choice,strash,choice2,strash,drw,resyn3,drw,compress2,dc2,drwsat2,rwsat,drw,compress,resub,balance,choice2,strash,refactor,rwsat,2145,4757,2145.0,97.0,97,2419.19
135,125,613,8,resyn,rewrite -z,resub -z,drw,refactor,compress2,resyn2a,resyn,resyn3,resyn2a,resyn2a,rewrite -z,refactor -z,compress2,drw,choice,strash,rewrite -z,dc2,resyn3,327,834,327.0,4.0,4,451.11
164,132,930,11,refactor,resyn3,rwsat,drw,resub -z,drwsat2,refactor,refactor,choice2,strash,drwsat2,share,compress2,resub,rewrite -z,resub -z,refactor,resub,share,compress,418,1147,418.0,6.0,6,523.77
26,11,1592,31,rewrite,resub,resyn3,compress2,compress2,resyn2a,drw,choice,strash,refactor -z,dc2,compress,refactor,balance,rewrite -z,balance,refactor -z,share,share,rewrite,532,1491,532.0,9.0,9,668.34
24,25,5416,225,balance,refactor -z,rewrite -z,resub -z,balance,drw,balance,resub,compress2,drf,rewrite,resyn3,refactor,drf,resyn3,compress2,drwsat2,resub,choice,strash,3152,8342,3152.0,86.0,86,3071.12
135,125,613,8,choice,strash,drw,share,resub,compress2,refactor -z,resub,choice2,strash,share,resub -z,balance,dc2,drf,balance,compress2,drf,balance,refactor -z,332,847,332.0,5.0,5,437.94
24,25,5416,225,share,resub,rwsat,rewrite -z,dc2,compress2,dc2,resub -z,resyn2,resyn3,refactor -z,share,dc2,dc2,choice2,strash,refactor,resyn2,drw,refactor -z,3360,8822,3360.0,79.0,79,3267.06
45,45,1577,14,balance,drf,drf,choice,strash,resyn2,balance,resyn2a,compress,refactor -z,compress2,choice,strash,drwsat2,compress,compress,rewrite -z,drf,resub,resub,719,2196,719.0,8.0,8,590.01
26,11,1592,31,refactor,compress2,drwsat2,resub,resyn2,dc2,drw,choice2,strash,resyn3,rewrite -z,rewrite,refactor,resub -z,refactor -z,compress,drwsat2,compress,rewrite,drf,506,1397,506.0,10.0,10,650.18
164,132,930,11,compress2,resyn2a,refactor,resyn2,resyn3,refactor,resyn,compress,resyn,resyn2,drf,resyn3,rewrite -z,resub,compress,resyn3,share,resub -z,resyn,resyn2,424,1130,424.0,6.0,6,507.14
512,130,2865,287,choice2,strash,drw,dc2,resub,drf,rewrite,resyn,resyn,rewrite -z,compress,choice2,strash,rwsat,drw,drf,resyn2a,choice,strash,resyn2,2161,4798,2161.0,81.0,81,2444.42
135,125,613,8,rwsat,balance,drf,resyn,drwsat2,compress2,resyn,dc2,drwsat2,balance,drwsat2,choice2,strash,drw,resyn,drwsat2,resyn,choice2,strash,rewrite,345,869,345.0,4.0,4,468.82
32,32,2337,120,rewrite -z,resyn3,drf,resyn,compress2,drw,resyn2,choice2,strash,choice2,strash,compress,drf,share,rwsat,drw,compress,resyn2a,resyn2a,resyn2a,2270,5375,2270.0,49.0,49,2501.01
